source,country,club_slug,method,dest_logo,dest_badge,size,sha256,converted_svg_to_png
germany_vfl-bochum_512x512.football-logos.cc.png,germany,bochum,football-logos.cc filename,assets/clubs/germany/bochum/logo.png,assets/clubs/germany/bochum/badge.png,28707,d5e634702af5e52b3764f715a77db515539c18101509eb7ea6f757c7a875e513,False
ARG_PLA.png,argentina,platense,ARG_PLA,assets/clubs/argentina/platense/logo.png,assets/clubs/argentina/platense/badge.png,17613,af7f4bfa744701d7fda029e5e360c8a75bbe2396a999d5a7f280b5e4cd37fd35,False
ARG_BAN.png,argentina,banfield,ARG_BAN,assets/clubs/argentina/banfield/logo.png,assets/clubs/argentina/banfield/badge.png,13912,97535a39131d5aa24ef2842693fff57197be7355c39790d68911f67f36d63625,False
ENG_LUT.png,england,luton-town,ENG_LUT,assets/clubs/england/luton-town/logo.png,assets/clubs/england/luton-town/badge.png,41195,cf73999a230aaf46335df71dfc45ad2c8d8f8fe5c16ee471eb0875a105430b73,False
ECU_CUE.png,ecuador,deportivo-cuenca,ECU_CUE,assets/clubs/ecuador/deportivo-cuenca/logo.png,assets/clubs/ecuador/deportivo-cuenca/badge.png,28257,500596f4f66f4e47546a75372b58d6ccf978f8d1d82d651580245b8208e633bc,False
ECU_MAC.png,ecuador,macara,ECU_MAC,assets/clubs/ecuador/macara/logo.png,assets/clubs/ecuador/macara/badge.png,38549,834b65fb9730ce74b5cfac1ee4cac526215c45a5d22518ba87c513422d51467c,False
ARG_TAL.png,argentina,talleres,ARG_TAL,assets/clubs/argentina/talleres/logo.png,assets/clubs/argentina/talleres/badge.png,14758,6f0ca41536c1568b9bef4fb91d6ce08b427c1093d0669ac05bd72729ee99ffe5,False
ARG_GOD.png,argentina,godoy-cruz,ARG_GOD,assets/clubs/argentina/godoy-cruz/logo.png,assets/clubs/argentina/godoy-cruz/badge.png,32041,4806a1eb509f89d3f4239b11fc2fccd0e7eb76a1dfe93a2a3501e79cf15b48dd,False
FER.png,brazil,ferroviaria,BRA_FER,assets/clubs/brazil/ferroviaria/logo.png,assets/clubs/brazil/ferroviaria/badge.png,145761,64539950e6fd0fb5d9dc1e5de793a8a39c54d960ec6af54d86914a6fc8a35d22,False
ENG_BRE.png,england,brentford,ENG_BRE,assets/clubs/england/brentford/logo.png,assets/clubs/england/brentford/badge.png,47765,1de31f4bd465e1b14dcdad51e910b156e1bb6b7fa5ee8195af0761bfaaf560b2,False
GER_RBL.png,germany,rb-leipzig,GER_RBL,assets/clubs/germany/rb-leipzig/logo.png,assets/clubs/germany/rb-leipzig/badge.png,43733,ad356791b61addbff6fe1e3455222336d264e17fdd8b5f745931ee177306ed03,False
ARG_ROS.png,argentina,rosario-central,ARG_ROS,assets/clubs/argentina/rosario-central/logo.png,assets/clubs/argentina/rosario-central/badge.png,43271,d71ad778c77426f2c898d5a8f37604c022025db0b590f07d7ee148271c66aff8,False
ESP_GET.png,spain,getafe,ESP_GET,assets/clubs/spain/getafe/logo.png,assets/clubs/spain/getafe/badge.png,52441,b0fae675f4a9b28b737cd8184ab5816b368eaff52a303cf08ef7e27b8f21252f,False
france_brest_512x512.football-logos.cc.png,france,brest,football-logos.cc filename,assets/clubs/france/brest/logo.png,assets/clubs/france/brest/badge.png,32033,b209df8cfe922fc4a491a871f4b27476ef81fd0c01db56d3836d0ca1f5ff3e2a,False
FRA_OM.png,france,marseille,FRA_OM,assets/clubs/france/marseille/logo.png,assets/clubs/france/marseille/badge.png,25409,83c48aa36d3820eee65fc2c0a138bd79ef928e2fdc4b543e82042bd0704230fa,False
CHI_NUB.png,chile,nublense,CHI_NUB,assets/clubs/chile/nublense/logo.png,assets/clubs/chile/nublense/badge.png,23184,e47cf79ae06cc3f8810dbd48f7b41d3597de9ebc27d18207abcefd822ca0fdb8,False
ARG_VEL.png,argentina,velez-sarsfield,ARG_VEL,assets/clubs/argentina/velez-sarsfield/logo.png,assets/clubs/argentina/velez-sarsfield/badge.png,31051,42203f3dc73e3c522e20eece8b82f574c4e2cc0b8924e17463d942d4d954a037,False
france_lorient_512x512.football-logos.cc.png,france,lorient,football-logos.cc filename,assets/clubs/france/lorient/logo.png,assets/clubs/france/lorient/badge.png,29052,bfc03c05310d10474a89ebb48483309d6cc466c7dfa6640c8fbb7d523822a643,False
